nom_commune_postal;code_postal;latitude;longitude;code_departement
ROCLES;3240;46.4445146062;3.03677199137;3
RONGERES;3150;46.2976179231;3.4520098944;3
RONNET;3420;46.2015478227;2.70087446856;3
ST ANGEL;3170;46.3558498078;2.68461176543;3
ST AUBIN LE MONIAL;3160;46.535765709;3.00144398409;3
ST BONNET DE FOUR;3390;46.314979417;2.90455342628;3
ST BONNET DE ROCHEFORT;3800;46.1505309834;3.14079379444;3
ST BONNET TRONCAIS;3360;46.6697641721;2.69613341169;3
ST CAPRAIS;3190;46.5449333532;2.73980095211;3
ST CHRISTOPHE;3120;46.1663162062;3.57800809692;3
ST CLEMENT;3250;46.0577534847;3.7219179861;3
ST DESIRE;3370;46.5074397829;2.44986211954;3
ST DIDIER EN DONJON;3130;46.3830807017;3.86098077845;3
ST DIDIER LA FORET;3110;46.2294445001;3.33625437059;3
ST ELOY D ALLIER;3370;46.4967909945;2.36296544008;3
ST ENNEMOND;3400;46.6808991637;3.40446807688;3
ST ETIENNE DE VICQ;3300;46.1731804107;3.53616252147;3
ST FARGEOL;3420;46.1343424286;2.63071732014;3
ST FELIX;3260;46.229193409;3.47524603973;3
ST GENEST;3310;46.2634149323;2.60320533651;3
ST GERAND DE VAUX;3340;46.3838249809;3.40743256191;3
ST GERAND LE PUY;3150;46.2637640044;3.51175451596;3
ST GERMAIN DES FOSSES;3260;46.1959477042;3.42997700831;3
ST GERMAIN DE SALLES;3140;46.1871001813;3.22053975584;3
ST HILAIRE;3440;46.4866887035;3.01543389624;3
ST LEGER SUR VOUZANCE;3130;46.4092021906;3.93725507717;3
ST LEON;3220;46.410638894;3.68775721106;3
ST LEOPARDIN D AUGY;3160;46.6979502806;3.10551355591;3
ST LOUP;3150;46.3549641882;3.37601860081;3
ST MARCEL EN MURAT;3390;46.3216708939;3.00484402977;3
ST MARCEL EN MARCILLAT;3420;46.1532804539;2.58075381141;3
ST MARTIN DES LAIS;3230;46.6742609191;3.65661845694;3
ST MARTINIEN;3380;46.3329189292;2.44287081295;3
ST MENOUX;3210;46.5823923172;3.14494082801;3
ST NICOLAS DES BIEFS;3250;46.0632245634;3.79460612214;3
ST PALAIS;3370;46.4403223251;2.30568571701;3
ST PIERRE LAVAL;42620;46.1954561376;3.77027031369;3
ST PLAISIR;3160;46.6243818392;2.95587034653;3
ST PONT;3110;46.1588138012;3.29855532517;3
ST POURCAIN SUR BESBRE;3290;46.4817772858;3.64933142149;3
ST POURCAIN SUR SIOULE;3500;46.3045094327;3.30537827054;3
ST PRIEST D ANDELOT;3800;46.0765718864;3.15433929793;3
ST PRIEST EN MURAT;3390;46.3556892534;2.90261837567;3
ST PRIX;3120;46.2252273378;3.64894031518;3
ST REMY EN ROLLAT;3110;46.1924635321;3.38335990994;3
ST SAUVIER;3370;46.396594391;2.33154584912;3
ST SORNIN;3240;46.4116980303;3.00356131793;3
STE THERENCE;3420;46.2433906142;2.57271161868;3
ST VICTOR;3410;46.3882767935;2.60941319336;3
ST VOIR;3220;46.410067;3.5060612523;3
ST YORRE;3270;46.0642575713;3.46749665689;3
SALIGNY SUR ROUDON;3470;46.4629712549;3.75125723141;3
SANSSAT;3150;46.2504085675;3.46770686659;3
SAULCET;3500;46.3294310458;3.26694921793;3
SAULZET;3800;46.1377242918;3.22134877309;3
SAUVAGNY;3430;46.4345448666;2.79955608965;3
SAZERET;3390;46.3468702581;2.96976112683;3
SERBANNES;3700;46.098919682;3.35245745606;3
SERVILLY;3120;46.2802589797;3.58979684003;3
SEUILLET;3260;46.2045684264;3.46787844535;3
SORBIER;3220;46.3613185647;3.65747930664;3
SOUVIGNY;3210;46.5243440423;3.18992960249;3
SUSSAT;3450;46.1523532024;3.05584411459;3
TARGET;3140;46.2848407144;3.04794632227;3
TAXAT SENAT;3140;46.207728501;3.14578508085;3
TEILLET ARGENTY;3410;46.262769167;2.51658003922;3
TERJAT;3420;46.2144621437;2.61879197582;3
LE THEIL;3240;46.3563893296;3.12547357039;3
THENEUILLE;3350;46.587490556;2.87994545903;3
THIEL SUR ACOLIN;3230;46.5311020411;3.57823760672;3
THIONNE;3220;46.4118104465;3.57326147664;3
TORTEZAIS;3430;46.4456252579;2.87340721419;3
TOULON SUR ALLIER;3400;46.51061605;3.37706265767;3
TREBAN;3240;46.3993644498;3.1654172286;3
TREIGNAT;3380;46.3483905337;2.3521991874;3
TRETEAU;3220;46.3677104422;3.51996970707;3
TREVOL;3460;46.6370512909;3.31589139326;3
TREZELLES;3220;46.3195324708;3.59671419361;3
TRONGET;3240;46.418633391;3.08862365583;3
URCAY;3360;46.6340748365;2.61371570998;3
USSEL D ALLIER;3140;46.2103626484;3.18945634007;3
VALIGNAT;3330;46.1744050814;3.07839354321;3
VALIGNY;3360;46.7156221865;2.82039123195;3
VALLON EN SULLY;3190;46.5401383727;2.61674884517;3
VARENNES SUR ALLIER;3150;46.3170256578;3.40012828582;3
VARENNES SUR TECHE;3220;46.3177738358;3.6374417286;3
VAUMAS;3220;46.4484082735;3.6241176484;3
VAUX;3190;46.4214002132;2.57435492547;3
VEAUCE;3450;46.1700928934;3.05432607962;3
VENAS;3190;46.4727802173;2.76726504;3
VENDAT;3110;46.1618116569;3.34727094186;3
VERNEIX;3190;46.4080547115;2.6746212521;3
LE VERNET;3200;46.1067527363;3.47492140254;3
VERNEUIL EN BOURBONNAIS;3500;46.3540600283;3.25057881171;3
VERNUSSE;3390;46.2602732838;2.97167741847;3
LE VEURDRE;3320;46.7427276777;3.04259770031;3
VICHY;3200;46.1300051383;3.42442081174;3
VICQ;3450;46.1471274068;3.09596954152;3
VIEURE;3430;46.5001110432;2.88222237454;3
LE VILHAIN;3350;46.5619095522;2.79303077979;3
VILLEBRET;3310;46.277798684;2.63276519171;3
VILLEFRANCHE D ALLIER;3430;46.3963110357;2.84126895926;3
VILLENEUVE SUR ALLIER;3460;46.6741150218;3.25033675035;3
VIPLAIX;3370;46.461810965;2.36975422763;3
VITRAY;3360;46.6167757197;2.67692261152;3
VOUSSAC;3140;46.3256833709;3.07336455653;3
YGRANDE;3160;46.5497137895;2.94199693043;3
YZEURE;3400;46.5636456232;3.37978160133;3
AIGLUN;4510;44.0638744567;6.13842845338;4
ALLEMAGNE EN PROVENCE;4500;43.7887902464;6.03091832001;4
ALLONS;4170;43.9803884973;6.59032744238;4
ALLOS;4260;44.2614961379;6.62671789984;4
ANGLES;4170;43.9443293069;6.55232063474;4
ANNOT;4240;43.9620009704;6.66395811566;4
ARCHAIL;4420;44.1110653424;6.33071411194;4
AUBENAS LES ALPES;4110;43.9335584163;5.67694693989;4
AUBIGNOSC;4200;44.1182449561;5.95734484907;4
AUTHON;4200;44.2492545518;6.15102271049;4
AUZET;4140;44.3054001563;6.31115592449;4
BANON;4150;44.0269448077;5.64964715248;4
BARCELONNETTE;4400;44.3785614205;6.65215089713;4
BARLES;4140;44.2730280199;6.25325743878;4
BARRAS;4380;44.1006575617;6.09850212835;4
BARREME;4330;43.9462808705;6.37811558709;4
BAYONS;4250;44.3249277264;6.17282537759;4
BEAUJEU;4420;44.2185950386;6.37119806932;4
BEAUVEZER;4370;44.1439752737;6.5977277471;4
BELLAFFAIRE;4250;44.4043915253;6.19420304469;4
BEVONS;4200;44.1779964769;5.87895928741;4
BEYNES;4270;43.9834965171;6.24025663148;4
BLIEUX;4330;43.8746274845;6.36279670798;4
BRAS D ASSE;4270;43.9263257197;6.12649772452;4
BRAUX;4240;43.993034454;6.69941127815;4
LA BREOLE;4340;44.4434662119;6.28924750363;4
LA BRILLANNE;4700;43.9319005392;5.88421838797;4
BRUNET;4210;43.8858785364;6.03257536276;4
LE BRUSQUET;4420;44.1681621392;6.30347351863;4
LE CAIRE;4250;44.3744163533;6.06875774225;4
CASTELLANE;4120;43.8449862174;6.49029842016;4
LE CASTELLARD MELAN;4380;44.2016431995;6.13159521325;4
LE CASTELLET;4700;43.9198884936;5.97900495307;4
CASTELLET LES SAUSSES;4320;44.0403038573;6.73450900533;4
VAL DE CHALVAGNE;4320;43.9046374337;6.76578520195;4
CERESTE;4280;43.8503161664;5.58976926214;4
LE CHAFFAUT ST JURSON;4510;44.0231804287;6.14073798744;4
CHAMPTERCIER;4660;44.096935134;6.14456451427;4
CHATEAU ARNOUX ST AUBAN;4160;44.0854706133;5.99239535024;4
CHATEAU ARNOUX ST AUBAN;4600;44.0854706133;5.99239535024;4
CHATEAUFORT;4250;44.2750461186;6.0296701152;4
CHATEAUNEUF MIRAVAIL;4200;44.153315213;5.71757262461;4
CHATEAUNEUF VAL ST DONAT;4200;44.0954534225;5.93054683108;4
CHATEAUREDON;4270;44.026508747;6.22429507853;4
CHAUDON NORANTE;4330;43.9919149482;6.31736807144;4
CLAMENSANE;4250;44.3282663642;6.07850180008;4
CLARET;5110;44.3738118271;5.96467673226;4
CLUMANC;4330;44.0220942583;6.37764321053;4
COLMARS;4370;44.1724272821;6.6615406144;4
LA CONDAMINE CHATELARD;4530;44.4627686721;6.69629170403;4
CORBIERES;4220;43.7606909826;5.74590452535;4
CRUIS;4230;44.0831626991;5.83846949092;4
CURBANS;5110;44.4083473334;6.03005001215;4
CUREL;4200;44.1766055073;5.67267464668;4
DAUPHIN;4300;43.8932434369;5.776452248;4
DEMANDOLX;4120;43.8698630954;6.57440592456;4
DIGNE LES BAINS;4000;44.0908723554;6.23590323452;4
DRAIX;4420;44.1299391525;6.37179977607;4
ENCHASTRAYES;4400;44.3640085405;6.71028980662;4
ENTRAGES;4000;44.0379332734;6.26880026038;4
ENTRAGES;4270;44.0379332734;6.26880026038;4
ENTREPIERRES;4200;44.1956537173;6.02224124199;4
ENTREVAUX;4320;43.9502625021;6.80238543689;4
ENTREVENNES;4700;43.9378972717;6.03380903148;4
L ESCALE;4160;44.0810058608;6.03455494518;4
ESPARRON DE VERDON;4800;43.7438250286;5.98891639232;4
ESTOUBLON;4270;43.943168614;6.19407821084;4
FAUCON DU CAIRE;4250;44.3959463913;6.1036738865;4
FAUCON DE BARCELONNETTE;4400;44.4135826726;6.67868075997;4
FONTIENNE;4230;44.0068634181;5.79382501149;4
FORCALQUIER;4300;43.9599082374;5.7882827572;4
LE FUGERET;4240;44.0145000822;6.66560747142;4
GANAGOBIE;4310;44.0025862123;5.90850076129;4
LA GARDE;4120;43.8298617013;6.57154524239;4
GIGORS;4250;44.4239994398;6.14097306258;4
GREOUX LES BAINS;4800;43.7676102812;5.86495046225;4
L HOSPITALET;4150;44.1089187611;5.70685925605;4
JAUSIERS;4850;44.3876110175;6.78602312361;4
LA JAVIE;4000;44.1971990157;6.32157607452;4
LA JAVIE;4420;44.1971990157;6.32157607452;4
LAMBRUISSE;4170;44.0448344934;6.44538846702;4
LARDIERS;4230;44.0850792894;5.72691612181;4
LE LAUZET UBAYE;4340;44.432913878;6.41942527455;4
LIMANS;4300;43.986604993;5.72366425789;4
LURS;4700;43.9698343331;5.8804940629;4
MAJASTRES;4270;43.8980780342;6.2836913455;4
MALIJAI;4350;44.0336660524;6.0504243737;4
MALIJAI;4510;44.0336660524;6.0504243737;4
MALLEFOUGASSE AUGES;4230;44.0759918613;5.89779648569;4
MALLEMOISSON;4510;44.0420071966;6.11807147192;4
MANE;4300;43.9388973757;5.74234213479;4
MANOSQUE;4100;43.8354040831;5.79106654173;4
MARCOUX;4420;44.128219237;6.28007885939;4
MEAILLES;4240;44.0401459693;6.64532905257;4
LES MEES;4190;43.9944767361;5.96601755581;4
MELVE;4250;44.3563698074;5.9929110209;4
VAL D ORONAYE;4530;44.4730642294;6.81114702697;4
MEZEL;4270;43.9980863365;6.17879892264;4
MIRABEAU;4510;44.0562295958;6.08015931568;4
MISON;4200;44.2624329752;5.86562678758;4
MONTAGNAC MONTPEZAT;4500;43.766525069;6.09454805934;4
MONTCLAR;4140;44.401613844;6.34112805174;4
MONTFORT;4600;44.0591709898;5.95286093626;4
MONTFURON;4110;43.831580084;5.68859318549;4
MONTJUSTIN;4110;43.8452930923;5.65023560321;4
MONTLAUX;4230;44.0407923753;5.85016627036;4
MONTSALIER;4150;44.0299525826;5.59574173796;4
MORIEZ;4170;43.9640929535;6.46253345907;4
LA MOTTE DU CAIRE;4250;44.3408705676;6.03052669324;4
MOUSTIERS STE MARIE;4360;43.8383278559;6.22818909628;4
LA MURE ARGENS;4170;44.0166107784;6.53196701824;4
NIBLES;4250;44.2892541829;6.00872621678;4
NIOZELLES;4300;43.9318568104;5.84735007889;4
NOYERS SUR JABRON;4200;44.1686523521;5.80998243978;4
LES OMERGUES;4200;44.1527454808;5.5893705894;4
ONGLES;4230;44.0314259831;5.72480881412;4
OPPEDETTE;4110;43.9306604764;5.59274330363;4
ORAISON;4700;43.911106033;5.92458011626;4
LA PALUD SUR VERDON;4120;43.796648297;6.32708874551;4
PEIPIN;4200;44.1413026547;5.9437147381;4
PEYROULES;4120;43.8169194662;6.64310114729;4
PEYRUIS;4310;44.03515352;5.92833355728;4
PIEGUT;5130;44.4533786118;6.1317225786;4
PIERRERUE;4300;43.9623331645;5.83601873141;4
PIERREVERT;4860;43.8065050599;5.72273821724;4
PONTIS;5160;44.4956918963;6.36523776593;4
PRADS HAUTE BLEONE;4420;44.2134336367;6.46376994635;4
PUIMICHEL;4700;43.9791657071;6.02538678185;4
PUIMOISSON;4410;43.8708152829;6.12200213815;4
QUINSON;4500;43.7080624854;6.02269492276;4
REDORTIERS;4150;44.0981211073;5.61414591507;4
REILLANNE;4110;43.8861362182;5.65935415272;4
MEOLANS REVEL;4340;44.3714312017;6.49846404885;4
REVEST DES BROUSSES;4150;43.9754850716;5.67501221174;4
REVEST DU BION;4150;44.0940903498;5.54050938545;4
REVEST ST MARTIN;4230;44.0198482775;5.82298621297;4
RIEZ;4500;43.8284587474;6.08237819985;4
LA ROBINE SUR GALABRE;4000;44.1927329945;6.23038435702;4
LA ROCHEGIRON;4150;44.1094183926;5.66381397427;4
LA ROCHETTE;6260;43.9122760348;6.88070058923;4
ROUGON;4120;43.7966594802;6.39318145128;4
ROUMOULES;4500;43.821041609;6.14864703263;4
ST ANDRE LES ALPES;4170;43.9713301406;6.50149712225;4
ST BENOIT;4240;43.9629414064;6.72386704569;4
STE CROIX A LAUZE;4110;43.9042070968;5.61568170523;4
STE CROIX DU VERDON;4500;43.7642821493;6.15158882357;4
HAUTES DUYES;4380;44.1949051654;6.17423380965;4
ST ETIENNE LES ORGUES;4230;44.0670149849;5.78046052827;4
ST GENIEZ;4200;44.2326668931;6.06267402716;4
ST JACQUES;4330;43.976917929;6.37128517143;4
ST JEANNET;4270;43.9793220173;6.11801552777;4
ST JULIEN D ASSE;4270;43.9266153853;6.07806454992;4
ST JULIEN DU VERDON;4170;43.9097626116;6.54605900451;4
ST JURS;4410;43.8990474204;6.19288088982;4
ST LAURENT DU VERDON;4500;43.7216172183;6.06859538838;4
ST LIONS;4330;43.9786318012;6.40627740741;4
ST MAIME;4300;43.900642071;5.801542403;4
ST MARTIN DE BROMES;4800;43.7774768739;5.96250175121;4
ST MARTIN LES EAUX;4300;43.8719702944;5.74137178032;4
ST MARTIN LES SEYNE;4140;44.3827202732;6.2555532059;4
ST MICHEL L OBSERVATOIRE;4870;43.909879406;5.72004315449;4
ST PAUL SUR UBAYE;4530;44.5588988433;6.82078770145;4
ST PIERRE;6260;43.9088889412;6.92184591099;4
ST PONS;4400;44.4172713189;6.61507424866;4
STE TULLE;4220;43.7830482525;5.77302331731;4
ST VINCENT LES FORTS;4340;44.4374162723;6.3688796074;4
ST VINCENT SUR JABRON;4200;44.1697659083;5.74794765286;4
SALIGNAC;4290;44.1571681055;5.98824785964;4
SAUMANE;4150;44.0812808516;5.68214602167;4
SAUSSES;4320;44.0122711291;6.77936939324;4
SELONNET;4140;44.3717210833;6.29379329975;4
SENEZ;4270;43.9224978199;6.36903371255;4
SENEZ;4330;43.9224978199;6.36903371255;4
SEYNE;4140;44.3390108176;6.38482796835;4
SIGONCE;4300;44.0045227576;5.85658315569;4
SIGOYER;4200;44.3223711513;5.96102816265;4
SIMIANE LA ROTONDE;4150;43.9838128235;5.56248994589;4
SISTERON;4200;44.2001925067;5.93083716039;4
SOLEILHAS;4120;43.8599760555;6.64860753226;4
SOURRIBES;4290;44.1588664818;6.04430204786;4
TARTONNE;4330;44.0784663763;6.3839310068;4
THEZE;4200;44.3297532432;5.92502310147;4
THOARD;4380;44.1473006003;6.12401298333;4
THORAME BASSE;4170;44.1071929199;6.48931325437;4
THORAME HAUTE;4170;44.0855014984;6.60128741508;4
LES THUILES;4400;44.390358455;6.56135597439;4
TURRIERS;4250;44.3915882101;6.15918221528;4
UBRAYE;4240;43.9070446741;6.68718463205;4
UVERNET FOURS;4400;44.3191132083;6.67028443403;4
VACHERES;4110;43.9467491617;5.63529437;4
VALAVOIRE;4250;44.2795099462;6.07615731535;4
VALBELLE;4200;44.1371207692;5.87627669795;4
VALENSOLE;4210;43.8380844852;5.94191847166;4
VALERNES;4200;44.2515589736;5.969547642;4
VAUMEILH;4200;44.2903076957;5.95653121817;4
VENTEROL;5130;44.4423460092;6.0873850138;4
VERDACHES;4140;44.2677990746;6.34334657591;4
VERGONS;4170;43.9152134017;6.6046313619;4
LE VERNET;4140;44.2766068334;6.40297525512;4
VILLARS COLMARS;4370;44.198291615;6.56876674305;4
VILLEMUS;4110;43.8613317961;5.70930443127;4
VILLENEUVE;4180;43.8957056864;5.85732128727;4
VOLONNE;4290;44.1239478859;6.03467827528;4
VOLX;4130;43.8706676132;5.83153973779;4
ABRIES;5460;44.8163462455;6.94164442809;5
AIGUILLES;5470;44.7793442905;6.87518098236;5
ANCELLE;5260;44.6190703929;6.22962169969;5
L ARGENTIERE LA BESSEE;5120;44.7821732712;6.47214497323;5
ARVIEUX;5350;44.7638980345;6.72230859416;5
ASPREMONT;5140;44.4929345499;5.72022682239;5
ASPRES LES CORPS;5800;44.8128831432;6.00076834757;5
ASPRES SUR BUECH;5140;44.5617512104;5.77203298744;5
AVANCON;5230;44.5339475338;6.19116390114;5
BARATIER;5200;44.5049966967;6.50494218197;5
BARCILLONNETTE;5110;44.4300646552;5.90582685015;5
BARRET SUR MEOUGE;5300;44.2647188875;5.72864435071;5
LA BATIE MONTSALEON;5700;44.4559449966;5.74903304625;5
LA BATIE NEUVE;5230;44.5797566279;6.21267983536;5
LA BATIE VIEILLE;5000;44.5553227405;6.15570739329;5
LA BEAUME;5140;44.5482914658;5.65375214301;5
LE BERSAC;5700;44.4056964766;5.75340964069;5
BREZIERS;5190;44.4210530909;6.22281621001;5
BRIANCON;5100;44.8994986041;6.64947524018;5
BRUIS;5150;44.4677366709;5.50388863719;5
BUISSARD;5500;44.6575269333;6.14755068818;5
CEILLAC;5600;44.6526516194;6.80366189831;5
CERVIERES;5100;44.8532848504;6.76486547281;5
CHABESTAN;5400;44.4775755934;5.78305319582;5
CHABOTTES;5260;44.6475783169;6.16791978587;5
CHAMPCELLA;5310;44.7175774929;6.53138042905;5
CHAMPOLEON;5260;44.7457461011;6.27312209866;5
CHANOUSSE;5700;44.3646760156;5.66013922855;5
CHATEAUNEUF D OZE;5400;44.5053255197;5.89775602851;5
CHATEAUROUX LES ALPES;5380;44.6423670958;6.48290823337;5
CHATEAUVIEUX;5000;44.4841748312;6.05187114632;5
CHATEAU VILLE VIEILLE;5350;44.7677289666;6.8000656504;5
CHAUFFAYER;5800;44.7581501379;6.01187494014;5
CHORGES;5230;44.5455124295;6.28782392595;5
LES COSTES;5500;44.7485743408;6.04728565137;5
CREVOUX;5200;44.5376065379;6.62470372696;5
CROTS;5200;44.496293828;6.46197152572;5
EMBRUN;5200;44.5804294908;6.47559298927;5
EOURRES;5300;44.2138373403;5.72894553965;5
L EPINE;5700;44.4248796516;5.61094352039;5
ESPARRON;5110;44.4627395922;5.89302848154;5
ESPINASSES;5190;44.4931786054;6.23271348149;5
ETOILE ST CYRICE;5700;44.3209708871;5.64377761466;5
EYGLIERS;5600;44.6925244966;6.66688741371;5
GARDE COLOMBE;5300;44.3570512046;5.78336490177;5
LA FARE EN CHAMPSAUR;5500;44.6653766254;6.05826038858;5
LA FAURIE;5140;44.5674587303;5.74040594768;5
FOREST ST JULIEN;5260;44.6298014381;6.14107531251;5
FOUILLOUSE;5130;44.4531851404;6.00063153146;5
FREISSINIERES;5310;44.7364921825;6.45937704084;5
LA FREISSINOUSE;5000;44.535534165;6.00812804583;5
FURMEYER;5400;44.5368984209;5.87585358829;5
GAP;5000;44.5798600596;6.06486052138;5
LE GLAIZIL;5800;44.7481922763;5.97487247782;5
LA GRAVE;5320;45.0601102401;6.28406977587;5
LA CHAPELLE EN VALGAUDEMAR;5800;44.8166177861;6.2425779341;5
GUILLESTRE;5600;44.6680987436;6.7010158705;5
LA HAUTE BEAUME;5140;44.5686788407;5.62845703761;5
JARJAYES;5130;44.50532996;6.10808996032;5
LARAGNE MONTEGLIN;5300;44.3340345431;5.81650957133;5
LARDIER ET VALENCA;5110;44.4366046505;5.97348526761;5
LAYE;5500;44.6417417308;6.07103943315;5
LAZER;5300;44.3517300661;5.84995060396;5
LETTRET;5130;44.4811639998;6.07258452754;5
MANTEYER;5400;44.5333321119;5.94989667477;5
MEREUIL;5700;44.3839741469;5.71259098721;5
MOLINES EN QUEYRAS;5350;44.7166553487;6.89190806069;5
MONETIER ALLEMONT;5110;44.3930962547;5.93397190265;5
LE MONETIER LES BAINS;5220;44.9956106766;6.46966497275;5
MONTBRAND;5140;44.5915829146;5.66765951559;5
MONTCLUS;5700;44.4149343324;5.66992087691;5
MONT DAUPHIN;5600;44.6690562408;6.62465091015;5
MONTGARDIN;5230;44.543584781;6.23305665739;5
MONTGENEVRE;5100;44.9389932221;6.72778259009;5
MONTJAY;5150;44.3664380919;5.61455270536;5
MONTMAUR;5400;44.5897361415;5.88561114683;5
MONTMORIN;5150;44.4501067794;5.55351371982;5
MONTROND;5700;44.3867626789;5.74626176371;5
LA MOTTE EN CHAMPSAUR;5500;44.7407367523;6.12930149849;5
MOYDANS;5150;44.4099745186;5.50897346198;5
NEFFES;5000;44.4958417609;6.02550737641;5
NEVACHE;5100;45.0441286352;6.59862935541;5
NOSSAGE ET BENEVENT;5700;44.3097205577;5.75452221708;5
LE NOYER;5500;44.6999993894;6.00102694215;5
ORCIERES;5170;44.6840982803;6.34897527824;5
ORPIERRE;5700;44.3146933801;5.70618607588;5
LES ORRES;5200;44.4850666477;6.57973142216;5
OZE;5400;44.5058294764;5.79875486134;5
PELLEAUTIER;5000;44.5102662977;5.99877739937;5
PELVOUX;5340;44.899639207;6.43586430867;5
LA PIARRE;5700;44.4784087163;5.64803205429;5
LE POET;5300;44.2789746584;5.90131318428;5
POLIGNY;5500;44.6848876675;6.03431860597;5
PRUNIERES;5230;44.5433412641;6.33640431241;5
PUY ST ANDRE;5100;44.8909036618;6.56677781045;5
PUY ST EUSEBE;5200;44.5685889454;6.41129829522;5
PUY ST PIERRE;5100;44.8973152572;6.60470761793;5
PUY ST VINCENT;5290;44.8144250588;6.4647473741;5
PUY SANIERES;5200;44.5556949894;6.43667418858;5
RABOU;5400;44.6061461258;6.01077928936;5
RAMBAUD;5000;44.5468227894;6.13166613475;5
REALLON;5160;44.6107753971;6.36046039369;5
REMOLLON;5190;44.4716185236;6.15977657931;5
REOTIER;5600;44.6813566833;6.56457884975;5
RIBEYRET;5150;44.4107304576;5.55802862069;5
VAL BUECH MEOUGE;5300;44.2207910151;5.84342231314;5
RISOUL;5600;44.6240380773;6.62317402744;5
RISTOLAS;5460;44.7358493135;6.99202108042;5
ROCHEBRUNE;5190;44.452250356;6.19249346455;5
LA ROCHE DE RAME;5310;44.7656681153;6.61644369734;5
LA ROCHE DES ARNAUDS;5400;44.5838170428;5.96045927972;5
LA ROCHETTE;5000;44.5932114107;6.14883098142;5
ROSANS;5150;44.399871954;5.46146531817;5
ROUSSET;5190;44.4843785512;6.2666913091;5
ST ANDRE D EMBRUN;5200;44.5866569322;6.57072142721;5
ST ANDRE DE ROSANS;5150;44.3647393809;5.52097371787;5
ST APOLLINAIRE;5160;44.5578704136;6.3539003526;5
ST AUBAN D OZE;5400;44.4883156877;5.84847801019;5
ST BONNET EN CHAMPSAUR;5500;44.6823269908;6.10286050171;5
ST CHAFFREY;5330;44.9346479572;6.60139023926;5
ST CLEMENT SUR DURANCE;5600;44.6478034969;6.56074041767;5
STE COLOMBE;5700;44.2889272211;5.66834974647;5
ST CREPIN;5600;44.7243260485;6.63555027257;5
LE DEVOLUY;5250;44.6775419763;5.94047368781;5
ST ETIENNE LE LAUS;5130;44.5080346822;6.16323058106;5
ST EUSEBE EN CHAMPSAUR;5500;44.7224269114;6.03646608621;5
ST FIRMIN;5800;44.7934858148;6.02571058056;5
ST JACQUES EN VALGODEMARD;5800;44.7740637825;6.06964600691;5
ST JEAN ST NICOLAS;5260;44.6744954225;6.23085847467;5
ST JULIEN EN BEAUCHENE;5140;44.6264570637;5.71979975938;5
ST JULIEN EN CHAMPSAUR;5500;44.6685288872;6.129921943;5
ST LAURENT DU CROS;5500;44.6342790978;6.10886829684;5
ST LEGER LES MELEZES;5260;44.6468761009;6.21171867053;5
STE MARIE;5150;44.4639998729;5.47415675357;5
ST MARTIN DE QUEYRIERES;5120;44.8375257288;6.58255010654;5
ST MAURICE EN VALGODEMARD;5800;44.7981863804;6.11278800187;5
ST MICHEL DE CHAILLOL;5260;44.6888900905;6.16982010891;5
ST PIERRE D ARGENCON;5140;44.5199464873;5.69046512909;5
ST PIERRE AVEZ;5300;44.2485428256;5.76838211104;5
ST SAUVEUR;5200;44.5365820455;6.52920301665;5
ST VERAN;5350;44.684530806;6.8905743766;5
LE SAIX;5400;44.4638478254;5.83381616664;5
SALEON;5300;44.3201551058;5.77527169353;5
SALERANS;5300;44.2421298245;5.70096058268;5
LA SALLE LES ALPES;5240;44.9526685727;6.5653564178;5
LA SAULCE;5110;44.4305124468;6.01099383219;5
LE SAUZE DU LAC;5160;44.485574244;6.32317639258;5
SAVINES LE LAC;5160;44.5273256992;6.39368059257;5
SAVOURNON;5700;44.4240775993;5.79927741464;5
SERRES;5700;44.4213858087;5.71549751124;5
SIGOTTIER;5700;44.458049604;5.68531113946;5
SIGOYER;5130;44.4802333692;5.96951792615;5
SORBIERS;5150;44.3625387102;5.57325324553;5
TALLARD;5130;44.459122073;6.04485602868;5
THEUS;5190;44.4852106101;6.19688253047;5
TRESCLEOUX;5700;44.3549508677;5.71825730245;5
UPAIX;5300;44.3196073716;5.88311432396;5
VAL DES PRES;5100;44.9505522191;6.66654834986;5
VALLOUISE;5290;44.8308280468;6.41197014257;5
VALSERRES;5130;44.4892842965;6.13789393583;5
VARS;5560;44.5925220925;6.71351456892;5
VENTAVON;5300;44.3856656442;5.88845374579;5
VEYNES;5400;44.5571529708;5.82286002514;5
LES VIGNEAUX;5120;44.8212773186;6.53677172828;5
VILLAR D ARENE;5480;44.999721765;6.36428454594;5
VILLAR LOUBIERE;5800;44.8367273336;6.13559761308;5
VILLAR ST PANCRACE;5100;44.8395685825;6.65048294053;5
VITROLLES;5110;44.4246526523;5.94769008285;5
AIGLUN;6910;43.8524188;6.934942333;6
AMIRAT;6910;43.8962973508;6.81255950456;6
ANDON;6750;43.7769856778;6.82318647257;6
ANTIBES;6160;43.587465146;7.10635418256;6
ANTIBES;6600;43.587465146;7.10635418256;6
ASCROS;6260;43.9193423;7.01550684755;6
ASPREMONT;6790;43.7750731742;7.24475771199;6
AURIBEAU SUR SIAGNE;6810;43.612406867;6.91211356657;6
AUVARE;6260;44.0074205826;6.91467896828;6
BAIROLS;6420;43.9870510207;7.11969473058;6
LE BAR SUR LOUP;6620;43.6992943088;6.96272779051;6
BEAULIEU SUR MER;6310;43.7079039397;7.33256934881;6
BEAUSOLEIL;6240;43.747724383;7.42222154586;6
